"sku","name","category_name","item_type","description","strength","dosage_form","uom_abbreviation","is_batch_tracked","is_expiry_tracked","is_cold_chain","is_hazardous","is_essential","is_controlled","is_asset","replenishment_type","valuation_method","manufacturers","source"
"DRUG-ampicillin-sodium-0047","Ampicillin Sodium","Antibiotics","drug","Ampicillin Sodium | (125 mg/5 ml, 250 mg, 250 mg/vial) | Dosage: 250 Mg, 250 Mg/Vial, 500 Mg | Mfr: ACME Laboratories Ltd., Ampexin","125 mg/5 ml; 250 mg; 250 mg/vial; ACME Laboratories Ltd.; Ampirex; Medimet Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Seemacillin; Skycillin","250 Mg; 250 Mg/Vial; 500 Mg; 500 Mg/Vial; Capsule; Injection; Jayson Pharmaceutical Ltd.; Medimet Pharmaceuticals Ltd.; Oral Suspension; Seema Pharmaceuticals Ltd.; Skylab Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACME Laboratories Ltd.; Ampexin; Ampimet; Ampimet DS; Capsule; IM/IV Injection; Oral Suspension; Pediatric Drops","medex.com.bd"
"DRUG-anastrozole-0048","Anastrozole","Oncology","drug","Anastrozole | (1 mg, Aristopharma Ltd., Incepta Pharmaceuticals Ltd.) | Dosage: 1 Mg, Tablet | Mfr: Arimidex, Arodex","1 mg; Aristopharma Ltd.; Incepta Pharmaceuticals Ltd.; Jenphar Bangladesh Ltd.; MGH Healthcare Limited
(Mfg. by: AstraZeneca); Techno Drugs Ltd.","1 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Arimidex; Arodex; Aromatin; Beacon Pharmaceuticals PLC; Drug International Ltd.; Entroza; Renata PLC","medex.com.bd"
"DRUG-anidulafungin-0049","Anidulafungin","Systemic Antifungals","drug","Anidulafungin | (100 mg/vial) | Dosage: IV Infusion | Mfr: Beacon Pharmaceuticals PLC, Healthcare Pharmaceuticals Ltd.","100 mg/vial","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; Healthcare Pharmaceuticals Ltd.; Radiant Pharmaceuticals Ltd.
(Mfg. by: Pfizer)","medex.com.bd"
"DRUG-antazoline-tetryzoline-0050","Antazoline + Tetryzoline","Ophthalmologicals","drug","Antazoline + Tetryzoline | (0.05%+0.04%) | Dosage: Ophthalmic Solution | Mfr: Drug International Ltd., Healthcare Pharmaceuticals Ltd.","0.05%+0.04%","Ophthalmic Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Drug International Ltd.; Healthcare Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-arabinoxylan-0051","Arabinoxylan","Gastrointestinal","drug","Arabinoxylan | (1 gm/sachet, 250 mg) | Dosage: Oral Powder, Tablet | Mfr: Beacon Pharmaceuticals PLC
(Mfg. by: Daiwa pharmaceutical co ltd. Japan)","1 gm/sachet; 250 mg","Oral Powder; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC
(Mfg. by: Daiwa pharmaceutical co ltd. Japan)","medex.com.bd"
"DRUG-arformoterol-tartrate-0052","Arformoterol Tartrate","Respiratory","drug","Arformoterol Tartrate | (15 mcg/2 ml) | Dosage: Nebuliser Solution | Mfr: Incepta Pharmaceuticals Ltd.","15 mcg/2 ml","Nebuliser Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-aripiprazole-0053","Aripiprazole","CNS & Psychotropics","drug","Aripiprazole | (10 mg, 15 mg, Ariprex) | Dosage: 10 Mg, 15 Mg, 5 Mg | Mfr: Aripra, Ariprazole","10 mg; 15 mg; Ariprex; General Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Siznil; Sizopra; Square Pharmaceuticals PLC","10 Mg; 15 Mg; 5 Mg; 5 Mg/5 Ml; Acme Laboratories Ltd.; Orion Pharma Ltd.; Square Pharmaceuticals Plc; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aripra; Ariprazole; Ariprex; Incepta Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Oral Solution; Tablet","medex.com.bd"
"DRUG-armodafinil-0054","Armodafinil","CNS & Psychotropics","drug","Armodafinil | (150 mg, 250 mg) | Dosage: Tablet | Mfr: ACI Limited, Incepta Pharmaceuticals Ltd.","150 mg; 250 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACI Limited; Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-arsenic-trioxide-0055","Arsenic Trioxide","Oncology","drug","Arsenic Trioxide | (10 mg/vial) | Dosage: IV Infusion | Mfr: Beacon Pharmaceuticals PLC","10 mg/vial","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC","medex.com.bd"
"DRUG-artemether-lumefantrine-0056","Artemether + Lumefantrine","Antimalarials","drug","Artemether + Lumefantrine | ((15 mg+90 mg)/5 ml, 20 mg+120 mg, ACI Limited) | Dosage: 20 Mg+120 Mg, Syrup, Tablet | Mfr: Aexim Pharmaceuticals Ltd., Coavlon","(15 mg+90 mg)/5 ml; 20 mg+120 mg; ACI Limited; Incepta Pharmaceuticals Ltd.; Square Pharmaceuticals PLC","20 Mg+120 Mg; Syrup; Tablet","EA","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","min_max","fifo","Aexim Pharmaceuticals Ltd.; Coavlon; Jayson Pharmaceutical Ltd.; Lumertam","medex.com.bd"
"DRUG-artesunate-0057","Artesunate","Antimalarials","drug","Artesunate | (50 mg) | Dosage: Tablet | Mfr: Aexim Pharmaceuticals Ltd., Alco Pharma Ltd.","50 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aexim Pharmaceuticals Ltd.; Alco Pharma Ltd.; Jayson Pharmaceutical Ltd.","medex.com.bd"
"DRUG-articaine-hydrochloride-epinephrine-bita-0058","Articaine Hydrochloride + Epinephrine Bitartrate","Anesthetics","drug","Articaine Hydrochloride + Epinephrine Bitartrate | (4%+0.001%) | Dosage: Injection | Mfr: Jayson Pharmaceutical Ltd.","4%+0.001%","Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Jayson Pharmaceutical Ltd.","medex.com.bd"
"DRUG-asciminib-0059","Asciminib","Oncology","drug","Asciminib | (40 mg) | Dosage: Tablet | Mfr: Everest Pharmaceuticals Ltd.","40 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Everest Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-asenapine-maleate-0060","Asenapine Maleate","CNS & Psychotropics","drug","Asenapine Maleate | (5 mg) | Dosage: Sublingual Tablet | Mfr: Incepta Pharmaceuticals Ltd.","5 mg","Sublingual Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-atosiban-acetate-0061","Atosiban Acetate","Obstetrics & Gynecology","drug","Atosiban Acetate | (37.5 mg/5 ml, 6.75 mg/0.9 ml, Beacon Pharmaceuticals PLC) | Dosage: 37.5 Mg/5 Ml, 6.75 Mg/0.9 Ml, IV Infusion | Mfr: Sun Pharmaceutical (Bangladesh) Ltd., Toco","37.5 mg/5 ml; 6.75 mg/0.9 ml; Beacon Pharmaceuticals PLC; Incepta Pharmaceuticals Ltd.; Sun Pharmaceutical (Bangladesh) Ltd.","37.5 Mg/5 Ml; 6.75 Mg/0.9 Ml; IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Sun Pharmaceutical (Bangladesh) Ltd.; Toco; Tocoban; ZAS Corporation
(Mfg. by: Ever Pharma Jena GmbH, Germany)","medex.com.bd"
"DRUG-atracurium-besilate-0062","Atracurium Besilate","Anesthetics","drug","Atracurium Besilate | (25 mg/2.5 ml) | Dosage: Iv Injection | Mfr: Techno Drugs Ltd., ZAS Corporation
(Mfg. by: Siegfried Hameln, Germany)","25 mg/2.5 ml","Iv Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Techno Drugs Ltd.; ZAS Corporation
(Mfg. by: Siegfried Hameln, Germany)","medex.com.bd"
"DRUG-atropine-sulfate-injection-0063","Atropine Sulfate (Injection)","Anesthetics","drug","Atropine Sulfate (Injection) | (0.6 mg/ml, Edruc Limited, Gonoshasthaya Pharma Ltd.) | Dosage: 0.6 Mg/Ml, Injection | Mfr: Chemist Laboratories Ltd., G-Atropine","0.6 mg/ml; Edruc Limited; Gonoshasthaya Pharma Ltd.","0.6 Mg/Ml; Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Chemist Laboratories Ltd.; G-Atropine; Jayson Pharmaceutical Ltd.; S.N. Pharmaceutical Ltd.","medex.com.bd"
"DRUG-atropine-sulfate-ophthalmic-0064","Atropine Sulfate (Ophthalmic)","Anesthetics","drug","Atropine Sulfate (Ophthalmic) | (0.0001, 0.01, General Pharmaceuticals Ltd.) | Dosage: 0.0001, 0.01, Ophthalmic Ointment | Mfr: Aristopharma Ltd., Atrokid","0.0001; 0.01; General Pharmaceuticals Ltd.; Nipa Pharmaceuticals Ltd.; Ocupin; Opsonin Pharma Ltd.; Popular Pharmaceuticals Ltd.; Reman Drug Laboratories Ltd.","0.0001; 0.01; Ophthalmic Ointment; Ophthalmic Solution; Osl Pharma Limited; Reman Drug Laboratories Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Atrokid; General Pharmaceuticals Ltd.; Itropin; Kidopia; Mydri Atropine; Ophthalmic Ointment; Ophthalmic Solution","medex.com.bd"
"DRUG-avanafil-0065","Avanafil","Urologicals","drug","Avanafil | (100 mg, 50 mg) | Dosage: Tablet | Mfr: Eskayef Pharmaceuticals Ltd.","100 mg; 50 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Eskayef Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-avatrombopag-0066","Avatrombopag","Hemostatics","drug","Avatrombopag | (20 mg) | Dosage: Tablet | Mfr: Drug International Ltd., Everest Pharmaceuticals Ltd.","20 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Drug International Ltd.; Everest Pharmaceuticals Ltd.; Jenphar Bangladesh Ltd.","medex.com.bd"
"DRUG-avelumab-0067","Avelumab","Oncology","drug","Avelumab | (20 mg/ml) | Dosage: Sc Injection | Mfr: Janata Traders
(Mfg. by: Merck)","20 mg/ml","Sc Injection","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Janata Traders
(Mfg. by: Merck)","medex.com.bd"
"DRUG-axitinib-0068","Axitinib","Oncology","drug","Axitinib | (5 mg) | Dosage: Tablet | Mfr: Beacon Pharmaceuticals PLC","5 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC","medex.com.bd"
"DRUG-azacitidine-0069","Azacitidine","Oncology","drug","Azacitidine | (100 mg/vial, 300 mg, Everest Pharmaceuticals Ltd.) | Dosage: 300 Mg, Iv/Sc Injection, Tablet | Mfr: Beacon Pharmaceuticals PLC, ZAS Corporation
(Mfg. by: Dr. Reddy's Laboratories Ltd, India)","100 mg/vial; 300 mg; Everest Pharmaceuticals Ltd.","300 Mg; Iv/Sc Injection; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC; ZAS Corporation
(Mfg. by: Dr. Reddy's Laboratories Ltd, India)","medex.com.bd"
"DRUG-azathioprine-0070","Azathioprine","Immunosuppressants","drug","Azathioprine | (25 mg, 50 mg) | Dosage: Tablet | Mfr: Beacon Pharmaceuticals PLC","25 mg; 50 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Beacon Pharmaceuticals PLC","medex.com.bd"
"DRUG-bp-monitoring-device-0071","BP monitoring device","Medical Devices","drug","BP monitoring device | (Beurer GmbH, Connect Healthcare Bangladesh Ltd., Digital blood pressure monitor) | Dosage: Bp Monitor Device, Digital Blood Pressure Monitor, Jumper | Mfr: B.Well Swiss, BP Monitor Device","Beurer GmbH; Connect Healthcare Bangladesh Ltd.; Digital blood pressure monitor; Elite; Jumper (JPD-HA200); Jumper (JPD-HA210); MDF (MDF808M); Manual blood pressure monitor; Medica (Advanced); Medica (Smart)","Bp Monitor Device; Digital Blood Pressure Monitor; Jumper; Manual Blood Pressure Monitor; Mdf Instruments; Medica Tech Limited","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","B.Well Swiss; BP Monitor Device; Beurer (BM 58); Beurer (BM 85); CASIO Sigma (YK-BPA2); Elite (Rhythm); Jumper (JPD-HA121); Tanaka Sangyo Co. Ltd.","medex.com.bd"
"DRUG-bacitracin-zinc-polymyxin-b-sulfate-0072","Bacitracin Zinc + Polymyxin B Sulfate","Antibiotics","drug","Bacitracin Zinc + Polymyxin B Sulfate | ((500 IU+10000 IU)/gm) | Dosage: Ophthalmic Ointment | Mfr: Ibn Sina Pharmaceuticals Ltd., OSL Pharma Limited","(500 IU+10000 IU)/gm","Ophthalmic Ointment","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ibn Sina Pharmaceuticals Ltd.; OSL Pharma Limited","medex.com.bd"
"DRUG-baclofen-0073","Baclofen","Musculoskeletal","drug","Baclofen | (10 mg, 25 mg, Baclax) | Dosage: 10 Mg, 5 Mg, Astra Biopharmaceuticals Ltd. | Mfr: Allied Pharmaceuticals Ltd., Bacaid","10 mg; 25 mg; Baclax; Baclium; Baclobac; Baclodol; Benham Pharmaceuticals Ltd.; Biopharma Limited; Labaid Pharma Ltd.; Pharmacil Limited","10 Mg; 5 Mg; Astra Biopharmaceuticals Ltd.; Pharmacil Limited; Pharmasia Limited; Silco Pharmaceutical Ltd.; Tablet; Virgo Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Allied Pharmaceuticals Ltd.; Bacaid; Bacben; Bacifen; Backtone; Novus Pharmaceuticals Ltd.; Tablet","medex.com.bd"
"DRUG-balanced-salt-solution-0074","Balanced Salt Solution","Ophthalmologicals","drug","Balanced Salt Solution | Dosage: Irrigation Solution | Mfr: General Pharmaceuticals Ltd., OSL Pharma Limited","","Irrigation Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","General Pharmaceuticals Ltd.; OSL Pharma Limited; Popular Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-baloxavir-marboxil-0075","Baloxavir Marboxil","Antivirals","drug","Baloxavir Marboxil | (20 mg, 40 mg, Roche Bangladesh Ltd.) | Dosage: 40 Mg, Tablet | Mfr: ACME Laboratories Ltd., Beximco Pharmaceuticals Ltd.","20 mg; 40 mg; Roche Bangladesh Ltd.","40 Mg; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACME Laboratories Ltd.; Beximco Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-bambuterol-hydrochloride-0076","Bambuterol Hydrochloride","Respiratory","drug","Bambuterol Hydrochloride | (10 mg, 20 mg, 5 mg/5 ml) | Dosage: 10 Mg, 20 Mg, 5 Mg/5 Ml | Mfr: Buterol, Dilator","10 mg; 20 mg; 5 mg/5 ml; ACI Limited; APC Pharma Ltd.; Eskayef Pharmaceuticals Ltd.; Muterol; Venterol","10 Mg; 20 Mg; 5 Mg/5 Ml; Acme Laboratories Ltd.; Eskayef Pharmaceuticals Ltd.; Ibn Sina Pharmaceuticals Ltd.; Oral Solution; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Buterol; Dilator; Oral Solution; Silva Pharmaceuticals Ltd.; Tablet","medex.com.bd"
"DRUG-baricitinib-0077","Baricitinib","Immunosuppressants","drug","Baricitinib | (2 mg, 4 mg, ACME Laboratories Ltd.) | Dosage: 2 Mg, 4 Mg, Beximco Pharmaceuticals Ltd. | Mfr: Barinez, Barinib","2 mg; 4 mg; ACME Laboratories Ltd.; Baritinib; Baritor; Barixen; Barri; Beacon Pharmaceuticals PLC; Delta Pharma Ltd.; Drug International Ltd.","2 Mg; 4 Mg; Beximco Pharmaceuticals Ltd.; Eskayef Pharmaceuticals Ltd.; Everest Pharmaceuticals Ltd.; Healthcare Pharmaceuticals Ltd.; Square Pharmaceuticals Plc; Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Barinez; Barinib; Barinix; Baritab; Delta Pharma Ltd.; Incepta Pharmaceuticals Ltd.; Tablet","medex.com.bd"
"DRUG-barium-sulfate-0078","Barium Sulfate","Diagnostic Contrast Media","drug","Barium Sulfate | (150 gm) | Dosage: Powder For Suspension | Mfr: Popular Pharmaceuticals Ltd.","150 gm","Powder For Suspension","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Popular Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-basiliximab-0079","Basiliximab","Immunosuppressants","drug","Basiliximab | (20 mg/vial) | Dosage: IV Infusion | Mfr: Nevian Lifescience PLC","20 mg/vial","IV Infusion","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Nevian Lifescience PLC","medex.com.bd"
"DRUG-beclometasone-formoterol-glycopyrronium-0080","Beclometasone + Formoterol + Glycopyrronium","Respiratory","drug","Beclometasone + Formoterol + Glycopyrronium | ((100 mcg+6 mcg+10 mcg)/puff, Eskayef Pharmaceuticals Ltd.) | Dosage: (200 Mcg+6 Mcg+10 Mcg)/Puff, Metered-Dose Inhaler (Mdi) | Mfr: ACI Limited, Eskayef Pharmaceuticals Ltd.","(100 mcg+6 mcg+10 mcg)/puff; Eskayef Pharmaceuticals Ltd.","(200 Mcg+6 Mcg+10 Mcg)/Puff; Metered-Dose Inhaler (Mdi)","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACI Limited; Eskayef Pharmaceuticals Ltd.; Renata PLC","medex.com.bd"
"DRUG-beclomethasone-dipropionate-inhaler-0081","Beclomethasone Dipropionate (Inhaler)","Respiratory","drug","Beclomethasone Dipropionate (Inhaler) | (100 mcg/puff, 250 mcg/puff, Aristopharma Ltd.) | Dosage: 100 Mcg/Puff, 250 Mcg/Puff, Aci Limited | Mfr: Aristopharma Ltd., Beclomin","100 mcg/puff; 250 mcg/puff; Aristopharma Ltd.; Beximco Pharmaceuticals Ltd.; Drug International Ltd.; Square Pharmaceuticals PLC; Steradin","100 Mcg/Puff; 250 Mcg/Puff; Aci Limited; Beximco Pharmaceuticals Ltd.; Metered-Dose Inhaler (Mdi)","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Beclomin; Becovent; Decomit; Eskayef Pharmaceuticals Ltd.; Metered-Dose Inhaler (MDI)","medex.com.bd"
"DRUG-benzonatate-0082","Benzonatate","Respiratory","drug","Benzonatate | (100 mg) | Dosage: Capsule | Mfr: UniMed UniHealth Pharmaceuticals Ltd.","100 mg","Capsule","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-benzoyl-peroxide-0083","Benzoyl Peroxide","Dermatologicals","drug","Benzoyl Peroxide | (0.025, 0.04, 0.05) | Dosage: Cream, Topical Gel | Mfr: Drug International Ltd., UniMed UniHealth Pharmaceuticals Ltd.","0.025; 0.04; 0.05","Cream; Topical Gel","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Drug International Ltd.; UniMed UniHealth Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-benzydamine-chlorhexidine-gluconate-0084","Benzydamine + Chlorhexidine gluconate","Analgesics & Anti-inflammatory","drug","Benzydamine + Chlorhexidine gluconate | (0.15% + 0.12%) | Dosage: Mouthwash | Mfr: General Pharmaceuticals Ltd., Incepta Pharmaceuticals Ltd.","0.15% + 0.12%","Mouthwash","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","General Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-benzydamine-hydrochloride-0085","Benzydamine Hydrochloride","Analgesics & Anti-inflammatory","drug","Benzydamine Hydrochloride | (0.0015) | Dosage: Mouthwash | Mfr: Ibn Sina Pharmaceuticals Ltd., Incepta Pharmaceuticals Ltd.","0.0015","Mouthwash","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Ibn Sina Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Square Pharmaceuticals PLC","medex.com.bd"
"DRUG-benzyl-benzoate-0086","Benzyl Benzoate","Dermatologicals","drug","Benzyl Benzoate | (25% w/v, Aexim Pharmaceuticals Ltd., Aztec Pharmaceuticals Ltd.) | Dosage: 25% W/V, Emulsion, Hudson Pharmaceuticals Ltd. | Mfr: Amico Laboratories Ltd., Emulsion","25% w/v; Aexim Pharmaceuticals Ltd.; Aztec Pharmaceuticals Ltd.; Gonoshasthaya Pharma Ltd.; Medicon Pharmaceuticals Ltd.; Scabisol; Scanil; Supreme Pharmaceutical Ltd.; Viola","25% W/V; Emulsion; Hudson Pharmaceuticals Ltd.; Jayson Pharmaceutical Ltd.; Pharmik Laboratories Ltd.; Renata Plc","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Amico Laboratories Ltd.; Emulsion; G-B Benzoate; Hudson Pharmaceuticals Ltd.; Scabex; Scabicid; Scabicon; Scabin; Synovia Pharma PLC.","medex.com.bd"
"DRUG-bepotastine-besilate-0087","Bepotastine Besilate","Ophthalmologicals","drug","Bepotastine Besilate | (0.015, ACME Laboratories Ltd., Healthcare Pharmaceuticals Ltd.) | Dosage: 0.015, Ophthalmic Solution | Mfr: ACI Limited, Aristopharma Ltd.","0.015; ACME Laboratories Ltd.; Healthcare Pharmaceuticals Ltd.; Ibn Sina Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Popular Pharmaceuticals Ltd.","0.015; Ophthalmic Solution","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","ACI Limited; Aristopharma Ltd.; Betastin; Eyetin; General Pharmaceuticals Ltd.; Ocustin; Reprove","medex.com.bd"
"DRUG-besifloxacin-0088","Besifloxacin","Antibiotics","drug","Besifloxacin | (0.006, General Pharmaceuticals Ltd., Ibn Sina Pharmaceuticals Ltd.) | Dosage: 0.006, Asiatic Laboratories Ltd., Ophthalmic Suspension | Mfr: Aristopharma Ltd., Besiven","0.006; General Pharmaceuticals Ltd.; Ibn Sina Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; OSL Pharma Limited; Opsonin Pharma Ltd.","0.006; Asiatic Laboratories Ltd.; Ophthalmic Suspension","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Besiven; Besixin; Beslocin; Florobex; Floxiquin; Healthcare Pharmaceuticals Ltd.; Popular Pharmaceuticals Ltd.","medex.com.bd"
"DRUG-beta-carotene-vitamin-c-vitamin-e-0089","Beta carotene + Vitamin C + Vitamin E","Vitamins & Minerals","drug","Beta carotene + Vitamin C + Vitamin E | (6 mg+200 mg+50 mg, ACME Laboratories Ltd., Bristol Pharmaceuticals Ltd.) | Dosage: 6 Mg+200 Mg+50 Mg, Amulet Pharmaceuticals Ltd., Apex Pharmaceuticals Ltd. | Mfr: AX, Antox","6 mg+200 mg+50 mg; ACME Laboratories Ltd.; Bristol Pharmaceuticals Ltd.; Cebeta; Donor; EC+; EC-Vit; Eba; Edruc Limited; Medimet Pharmaceuticals Ltd.; Modern Pharmaceuticals Ltd.","6 Mg+200 Mg+50 Mg; Amulet Pharmaceuticals Ltd.; Apex Pharmaceuticals Ltd.; Millat Pharmaceuticals Ltd.; Orion Pharma Ltd.; Rephco Pharmaceuticals Ltd.; Tablet; Zenith Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","AX; Antox; Asiatic Laboratories Ltd.; Betanic; CEB; Care; Mystic Pharmaceuticals Ltd.; Tablet; Union Pharmaceuticals Ltd","medex.com.bd"
"DRUG-betahistine-dihydrochloride-0090","Betahistine Dihydrochloride","ENT Preparations","drug","Betahistine Dihydrochloride | (16 mg, 8 mg, Healthcare Pharmaceuticals Ltd.) | Dosage: 16 Mg, 8 Mg, Popular Pharmaceuticals Ltd. | Mfr: Incepta Pharmaceuticals Ltd., Renata PLC","16 mg; 8 mg; Healthcare Pharmaceuticals Ltd.; Incepta Pharmaceuticals Ltd.; Opsonin Pharma Ltd.; Vertinor; Veserc","16 Mg; 8 Mg; Popular Pharmaceuticals Ltd.; Tablet; Unimed Unihealth Pharmaceuticals Ltd.","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Incepta Pharmaceuticals Ltd.; Renata PLC; Tablet; Tiniril; Vectra; Vertinor","medex.com.bd"
"DRUG-betahistine-mesylate-0091","Betahistine Mesylate","ENT Preparations","drug","Betahistine Mesylate | (6 mg) | Dosage: Tablet | Mfr: Square Pharmaceuticals PLC","6 mg","Tablet","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Square Pharmaceuticals PLC","medex.com.bd"
"DRUG-betamethasone-valerate-0092","Betamethasone Valerate","Hormones & Corticosteroids","drug","Betamethasone Valerate | (0.001, ACME Laboratories Ltd., Betaval) | Dosage: 0.001, Cream, Healthcare Pharmaceuticals Ltd. | Mfr: Aristopharma Ltd., Besone","0.001; ACME Laboratories Ltd.; Betaval; Betnoson; Betnova; DBL Pharmaceuticals Ltd.; Derson; Incepta Pharmaceuticals Ltd.; Pharmadesh Laboratories Ltd.","0.001; Cream; Healthcare Pharmaceuticals Ltd.; Hudson Pharmaceuticals Ltd.; Kemiko Pharmaceuticals Ltd.; Nipro Jmi Pharma Ltd.; Ointment","EA","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","min_max","fifo","Aristopharma Ltd.; Besone; Bet-A; Betaderm; Betaval; Cream; DBL Pharmaceuticals Ltd.; Ointment","medex.com.bd"
